"Mental health indicators c 1 2 3 4"
"Frequency: Occasional"
"Table: 13-10-0465-01 (formerly CANSIM 105-1101)"
"Release date: 2024-12-12"
"Geography: Canada, Geographical region of Canada, Province or territory"
""
""

"Geography 5","Canada",,,,,
"Age group","Total, 15 years and over",,,,,
"Gender 6 7","Women+",,,,,
"Characteristics 8 9 10 11 12 13 14 15 16 17 18","Number of persons",,,"Percent",,
"Indicators 2","2002","2012","2022","2002","2012","2022"
,"Number",,,"Percent",,
"Any selected disorder (mental or substance), excluding social phobia, life 19 20 21 22 23 24 25 26 27 28 29","..","3,946,855","5,115,700","..","28.2","35.1"
"Any selected disorder (mental or substance), excluding social phobia, 12 months 19 21 22 23 24 25 26 27 28 29 30","..","1,329,468","2,394,700","..","9.6","16.8"
"Any mood disorder, life 19 21 22 31","..","2,144,916","2,864,300","..","15.1","18.4"
"Any mood disorder, 12 months 19 21 22 32","..","913,542","1,582,400","..","6.4","10.2"
"Major depressive episode, life 19 21 33","1,911,243","2,005,158","2,679,700","15.1","14.1","17.1"
"Major depressive episode, 12 months 19 21 34","744,337","827,257","1,461,000","5.9","5.8","9.3"
"Bipolar disorder, life 19 22 35","..","361,360","528,500","..","2.5","3.3"
"Bipolar disorder, 12 months 19 22 36","..","205,204","357,200","..","1.4","2.3"
"Generalized anxiety disorder, life 19 23 37","..","1,611,562","2,580,700","..","11.3","16.6"
"Generalized anxiety disorder, 12 months 19 23 38","..","451,209","1,054,100","..","3.2","6.8"
"Any substance use disorder (alcohol or drug), life 19 24 25 26 27 28 29 39 40","..","1,757,339","2,009,400","..","12.5","13.4"
"Any substance use disorder (alcohol or drug), 12 months 19 24 25 26 27 28 29 40 41","..","347,872","450,000","..","2.5","3.0"
"Alcohol abuse or dependence, life 19 24 25 42","..","1,395,754","1,637,700","..","9.8","10.5"
"Alcohol abuse or dependence, 12 months 19 24 25 43","..","242,243","283,000","..","1.7","1.8"
"Cannabis abuse or dependence, life 19 26 27 40 44","..","550,065","625,500","..","3.9","4.1"
"Cannabis abuse or dependence, 12 months 19 26 27 40 45","..","100,876","144,700","..","0.7","0.9"
"Other drug abuse or dependence (excluding cannabis), life 19 28 29 40 46","..","420,857","393,500","..","3.0","2.5"
"Other drug abuse or dependence (excluding cannabis), 12 months 19 28 29 40 47","..","77,473","57,200","..","0.5","0.4"
"Cannabis use, life 40 48","4,557,775","5,122,534","6,528,900","35.9","35.8","40.7"
"Cannabis use, 12 months 40 49","1,152,872","1,192,863","2,987,900","9.1","8.3","18.6"
"Other drug use (excluding cannabis), life 40 50","..","2,672,332","3,299,500","..","18.7","20.6"
"Other drug use (excluding cannabis), 12 months 40 51","..","864,044","968,000","..","6.1","6.2"
"Suicidal thoughts, life 52","1,838,083","1,885,812","1,984,400","14.5","13.2","12.4"
"Suicidal thoughts, 12 months 53","479,311","496,224","643,300","3.8","3.5","4.0"
"Perceived mental health, very good or excellent 54","8,275,294","9,091,644","8,057,100","65.1","63.4","50.0"
"Perceived mental health, good 54","3,454,029","3,958,742","5,400,200","27.2","27.6","33.5"
"Perceived mental health, fair or poor 54","972,674","1,296,493","2,667,300","7.7","9.0","16.5"
"Self-rated work stress, days quite a bit or extremely stressful 55","2,709,932","2,769,459","3,301,400","32.8","29.8","32.5"
"Self-rated work stress, days a bit stressful 55","3,162,912","3,780,500","4,226,600","38.3","40.6","41.6"
"Self-rated work stress, days not at all or not very stressful 55","2,386,832","2,757,487","2,642,100","28.9","29.6","26.0"
"Perceived need for mental health care, no need 56","..","11,222,938","10,670,100","..","78.5","68.9"
"Perceived need for mental health care, all needs met 56","..","2,052,664","2,695,000","..","14.4","17.4"
"Perceived need for mental health care, needs partially met 56","..","660,553","1,366,900","..","4.6","8.8"
"Perceived need for mental health care, need not met 56","..","359,911","744,100","..","2.5","4.8"
"Mental health services, professional consultation/service used, 12 months 57","..","1,944,569","3,416,400","..","13.6","21.4"
"Schizophrenia or psychosis, ever received diagnosis 58","..","190,490","283,200","..","1.3","1.8"
"Post-traumatic stress disorder, current diagnosed condition 59","147,305","339,503","678,800","1.2","2.4","4.2"
"Eating disorder, current diagnosed condition 60","102,761","85,773E","195,700","0.8","0.6E","1.2"
"Attention deficit disorder, current diagnosed condition 61","..","282,018","878,400","..","2.0","5.5"

Symbol legend:
.., not available for a specific reference period
14,"For the 2002 dataset, 1996 Census population counts were used. Evaluation studies have confirmed that the impact of this change on Canadian Community Health Survey - Mental Health (CCHS) estimates should be minimal. For 2012, the 2006 Census population counts have been used to produce the population projection counts. These counts are used to ensure that the Canadian Community Health Survey - Mental health survey weights and resulting estimates included in this CANSIM table are consistent with known population totals. For 2022, the 2021 Census long form population counts were used. This allowed the identification and selection of targeted individuals from targeted subpopulations (South Asian, Black, Chinese, Filipino), which is much more efficient than selecting dwellings in the general population."
15,"Beginning with the 2022 cycle of Canadian Community Health Survey - Mental Health (CCHS), quality flags are applied to estimates based on the sample size within the domain of estimation. The flag (E) signifies an estimate with poorer quality which should be used with caution. The flag (F) signifies an estimate with a quality that is to unreliable to be published. The flag (X) signifies an estimate with a frequency that is too small to be published. When there is no quality flag applied to the data, users should use the estimated confidence intervals as an indicator of quality for the statistics."
16,"Data from 2002 and 2012 were collected in-person via computer-assisted interviews. Data from 2022 was collected remotely via computer-assisted telephone interviews."
17,"Canadian Community Health Survey (CCHS) - Mental Health and Well-being, 2002, had a sample size of 40,000 and a response rate of 77%. Canadian Community Health Survey (CCHS) - Mental Health, 2012, had a sample size of 43,030 and a response rate of 79.8%. Mental Health and Access to Care Survey (MHACS) had a sample size of 40,000 and a response rate of 25%."
18,"Data from Mental Health and Access to Care Survey (MHACS) was collected during a public health emergency due to the COVID-19 pandemic. The impossibility of conducting in-person interviews, the shorter collection periods and collection capacity issues resulted in a significant decrease in the response rates."
19,"The Mental Health Survey is partially based on a modified World Health Organization Composite International Diagnostic Interview (WHO-CIDI). The WHO-CIDI is a standardized instrument for assessment of mental disorders and conditions according to an operationalization of the definitions and criteria of the DSM-IV. DSM-IV refers to the Diagnostic and Statistical Manual of Mental Disorders used by the American Psychiatric Association. It is an internationally recognized classification of mental disorders. Mental conditions or problems are derived from a set of questions pertaining to the feelings, the symptoms, severity, the intensity and the impact relative to each of the measured disorders."
20,"Population aged 15 and over classified as meeting criteria for any of the measured disorders (major depressive episode, bipolar disorder, generalized anxiety disorder, alcohol dependence, alcohol abuse, cannabis dependence, cannabis abuse, other drug dependence (excluding cannabis), other drug abuse (excluding cannabis)) in their lifetime."
21,"Major depressive episode requires at least one episode of 2 weeks or more with persistent depressed mood and loss of interest or pleasure in normal activities, accompanied by problems such as decreased energy, changes in sleep and appetite, impaired concentration and feelings of guilt, hopelessness, or suicidal thoughts."
22,"Bipolar disorder includes respondents who meet the criteria for bipolar I disorder or hypomanic episode, which includes bipolar II disorder. It is characterised by at least 7 days (or fewer if hospitalized) of exaggerated feelings of elevated or irritable mood plus a certain number and combination of other manic symptoms such as racing thoughts, talking more than usual, excessive spending, decreased need for sleep, increased pleasure seeking activity, or exaggerated self-confidence. Many people also experience at least one depressive episode."
23,"Generalized anxiety disorder is characterised by a pattern of frequent, persistent worry and excessive anxiety about several events or activities during a period of at least 6 months. Symptoms of generalized anxiety disorder include restlessness or feeling keyed up or on edge, being easily fatigued, difficulty concentrating, irritability, muscle tension, shakiness, sleep disturbance (difficulty falling asleep or staying asleep or restless, unsatisfying sleep), excessive sweating, palpitations, shortness of breath, and various gastrointestinal symptoms."
24,"Alcohol dependence is characterized by a recurrent pattern of use where at least three of the following occur in the same period of 12 month period: increased tolerance, withdrawal, increased consumption, unsuccessful attempts to quit, a lot of time lost recovering or using, reduced activities, and continued drinking despite persistent physical or psychological problems caused or intensified by alcohol."
25,"Alcohol abuse is characterized by a recurrent pattern of use where at least one of the following occurs: failure to fulfill major roles at work, school or home, use in physically hazardous situations, recurrent alcohol related problems, or continued use despite social or interpersonal problems caused or intensified by alcohol.  By definition, respondents who meet the criteria for alcohol dependence are excluded from meeting the criteria for alcohol abuse."
26,"Cannabis dependence is characterized by a recurrent pattern of use where at least three of the following occur in the same period of 12 month period: increased tolerance, withdrawal, increased consumption, unsuccessful attempts to quit, a lot of time lost recovering or using, reduced activities, and continued use despite persistent physical or psychological problems caused or intensified by cannabis use."
27,"Cannabis abuse is characterized by a recurrent pattern of use where at least one of the following occurs: failure to fulfill major roles at work, school or home, use in physically hazardous situations, recurrent cannabis related problems, or continued use despite social or interpersonal problems caused or intensified by cannabis use.  By definition, respondents who meet the criteria for cannabis dependence are excluded from meeting the criteria for cannabis abuse."
28,"Other drug dependence (excluding cannabis) is characterized by a recurrent pattern of use where at least three of the following occur in the same period of 12 month period: increased tolerance, withdrawal, increased consumption, unsuccessful attempts to quit, a lot of time lost recovering or using, reduced activities, and continued use despite persistent physical or psychological problems caused or intensified by drug use."
29,"Other drug abuse (excluding cannabis) is characterized by a recurrent pattern of use where at least one of the following occurs: failure to fulfill major roles at work, school or home, use in physically hazardous situations, recurrent cannabis related problems, or continued use despite social or interpersonal problems caused or intensified by drug use.  By definition, respondents who meet the criteria for other drug dependence are excluded from meeting the criteria for other drug abuse."
30,"Population aged 15 and over classified as meeting criteria for any of the measured disorders (major depressive episode, bipolar disorder, generalized anxiety disorder, alcohol dependence, alcohol abuse, cannabis dependence, cannabis abuse, other drug dependence (excluding cannabis), other drug abuse (excluding cannabis)) in the 12 months prior to interview."
31,"Population aged 15 and over classified as meeting criteria for either of the measured mood disorders (major depressive episode, bipolar disorder) in their lifetime."
32,"Population aged 15 and over classified as meeting criteria for either of the measured mood disorders (major depressive episode, bipolar disorder) in the 12 months prior to interview."
33,"Population aged 15 and over classified as meeting criteria for major depressive episode in their lifetime."
34,"Population aged 15 and over classified as meeting criteria major depressive episode in the 12 months prior to interview."
35,"Population aged 15 and over classified as meeting criteria for bipolar disorder in their lifetime."
36,"Population aged 15 and over classified as meeting criteria for bipolar disorder in the 12 months prior to interview."
37,"Population aged 15 and over classified as meeting criteria for generalized anxiety disorder in their lifetime."
38,"Population aged 15 and over classified as meeting criteria for generalized anxiety disorder in the 12 months prior to interview."
39,"Population aged 15 and over classified as meeting criteria for any of the measured substance use disorders (alcohol dependence, alcohol abuse, cannabis dependence, cannabis abuse, other drug dependence (excluding cannabis), other drug abuse (excluding cannabis)) in their lifetime."
40,"Recreational use of cannabis was legalized in Canada in 2017 as per the Cannabis Act (Bill C-46)."
41,"Population aged 15 and over classified as meeting criteria for any of the measured substance use disorders (alcohol dependence, alcohol abuse, cannabis dependence, cannabis abuse, other drug dependence (excluding cannabis), other drug abuse (excluding cannabis)) in the 12 months prior to interview."
42,"Population aged 15 and over classified as meeting criteria for alcohol abuse or dependence in their lifetime."
43,"Population aged 15 and over classified as meeting criteria for alcohol abuse or dependence in the 12 months prior to the interview."
44,"Population aged 15 and over classified as meeting criteria for cannabis abuse or dependence in their lifetime."
45,"Population aged 15 and over classified as meeting criteria for cannabis abuse or dependence in the 12 months prior to the interview."
46,"Population aged 15 and over classified as meeting criteria for other drug abuse or dependence (excluding cannabis) in their lifetime. Other drugs include substances such as club drugs, heroin, solvents, other illicit drugs and nonmedical use of prescription sedatives, analgesics, or stimulants."
47,"Population aged 15 and over classified as meeting criteria for other drug abuse or dependence (excluding cannabis) in the 12 months prior to the interview. Other drugs include substances such as club drugs, heroin, solvents, other illicit drugs and nonmedical use of prescription sedatives, analgesics, or stimulants."
48,"Population aged 15 and over who reported using cannabis or hashish at least once in their lifetime."
49,"Population aged 15 and over who reported using cannabis or hashish at least once in the 12 months prior to the interview."
50,"Population aged 15 and over who have used an other illicit drug (excluding cannabis) or have used a medicine nonmedically at least once in their lifetime. Other drugs include substances such as club drugs, heroin, solvents, other illicit drugs and nonmedical use of prescription sedatives, analgesics, or stimulants."
51,"Population aged 15 and over who have used an other illicit drug (excluding cannabis) or have used a medicine nonmedically at least once in the 12 months prior to the interview. Other drugs include substances such as club drugs, heroin, solvents, other illicit drugs and nonmedical use of prescription sedatives, analgesics, or stimulants."
52,"Population aged 15 and over who ever thought about committing suicide or taking their own life."
53,"Population aged 15 and over who thought about committing suicide or taking their own life in the 12 months prior to interview."
54,"Population aged 15 and over who reported perceiving  their own mental health status as being either excellent, very good, good, fair or poor. Perceived mental health refers to the perception of a person's mental health in general."
55,"Population aged 15 to 75 inclusive who report having worked in the 12 months prior to interview and responded to the question: "Would you say that most days at work were: not at all stressful, not very stressful,  a bit stressful, quite a bit stressful, extremely stressful?" The self-rated stress question refers to the person's main job or business."
56,"Population aged 15 and over who reported having or not having a perceived need for mental health care (information, medication, counselling, other) in the 12 months prior to interview. Respondents are grouped into one of four categories based on whether a need was reported, and if so, whether their needs were met, partially met, or unmet."
57,"Population aged 15 and over who report having consulted a professional or utilized a professional service in the 12 months prior to interview for problems with emotions, mental health, or use of alcohol or drugs. Professionals included are psychiatrists, family doctors and general practitioners, psychologists, nurses, social workers, counsellors, and psychotherapists. Professional services include hospitalization and online therapy."
58,"Population aged 15 and over who reported that they have ever been diagnosed by a health professional with schizophrenia or psychosis."
59,"Population aged 15 and over who reported that they have been diagnosed by a health professional as currently having post-traumatic stress disorder."
60,"Population aged 15 and over who reported that they have been diagnosed by a health professional as currently having an eating disorder."
61,"Population aged 15 and over who reported that they have been diagnosed by a health professional as currently having attention deficit disorder."



"How to cite: Statistics Canada. Table 13-10-0465-01  Mental health indicators"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310046501
